date,course,weather,race_number,race_name,surface,distance,track_condition,num_horses,bracket_number,horse_number,horse_name,father_name,mother_name,sex,age,weight_carried,jockey,stable,horse_weight,weight_diff,horse_id
2026/06/25,門別,,1,3歳以上 C4ー2,ダ,1000,,10,1,1,ニシノエンデヴァー,ミスターメロディ,Trusty Lady,牡,4,57.0,宮内勇樹,北海道川島洋人,,,2022104070
2026/06/25,門別,,1,3歳以上 C4ー2,ダ,1000,,10,2,2,シルバーコムコム,シルバーステート,シルヴァースカヤ,牝,4,55.0,服部茂史,北海道斉藤正弘,,,2022106514
2026/06/25,門別,,1,3歳以上 C4ー2,ダ,1000,,10,3,3,アクシズ,ダノンプレミアム,インディアナギャル,牡,3,57.0,落合玄太,北海道五十嵐冬,,,2023105799
2026/06/25,門別,,1,3歳以上 C4ー2,ダ,1000,,10,4,4,ハルシャダ,アメリカンペイトリオット,Life Well Lived,牝,3,55.0,桑村真明,北海道秋田大助,,,2023101457
2026/06/25,門別,,1,3歳以上 C4ー2,ダ,1000,,10,5,5,カネトシブレーブ,タワーオブロンドン,スノーパイン,牡,4,57.0,岩橋勇二,北海道千葉津代,,,2022100169
2026/06/25,門別,,1,3歳以上 C4ー2,ダ,1000,,10,6,6,オセロ,コパノリッキー,コパノニキータ,牡,4,55.0,藤田凌駕,北海道小野望,,,2022100692
2026/06/25,門別,,1,3歳以上 C4ー2,ダ,1000,,10,7,7,ブライトホウショウ,アジアエクスプレス,ランニングボブキャッツ,牝,3,55.0,小野楓馬,北海道佐々木国,,,2023101209
2026/06/25,門別,,1,3歳以上 C4ー2,ダ,1000,,10,7,8,ツワ,オウケンブルースリ,シルバージョイ,牝,8,55.0,石川倭,北海道佐久間雅,,,2018105710
2026/06/25,門別,,1,3歳以上 C4ー2,ダ,1000,,10,8,9,ジャックルージュ,トゥザワールド,トゥザヴィクトリー,牡,4,57.0,若杉朝飛,北海道黒川智貴,,,2022103659
2026/06/25,門別,,1,3歳以上 C4ー2,ダ,1000,,10,8,10,アーミールック,トビーズコーナー,Brandon's Ride,牝,4,55.0,黒澤愛斗,北海道柳澤好美,,,2022102341
2026/06/25,門別,,2,3歳以上 C4ー2,ダ,1200,,7,1,1,ベリープラウド,マジェスティックウォリアー,Dream Supreme,牝,3,55.0,阿部龍,北海道角川秀樹,,,2023103858
2026/06/25,門別,,2,3歳以上 C4ー2,ダ,1200,,7,2,2,ウナトライオン,コパノリッキー,コパノニキータ,セ,5,54.0,小川悠汰,北海道桧森邦夫,,,2021104539
2026/06/25,門別,,2,3歳以上 C4ー2,ダ,1200,,7,3,3,メチカブーラ,ホークビル,Trensa,牝,3,55.0,石川倭,北海道米川昇,,,2023100263
2026/06/25,門別,,2,3歳以上 C4ー2,ダ,1200,,7,4,4,ミワクノホウショウ,ウインバリアシオン,スーパーバレリーナ,牝,3,55.0,桑村真明,北海道佐々木国,,,2023109009
2026/06/25,門別,,2,3歳以上 C4ー2,ダ,1200,,7,5,5,フロンテアブライト,エピファネイア,シーザリオ,牡,6,57.0,宮内勇樹,北海道川島洋人,,,2020106799
2026/06/25,門別,,2,3歳以上 C4ー2,ダ,1200,,7,6,6,サラサゴーサイン,ダノンキングリー,マイグッドネス,牡,3,57.0,井上瑛太,北海道松本隆宏,,,2023102571
2026/06/25,門別,,2,3歳以上 C4ー2,ダ,1200,,7,7,7,シアーエレガンス,ダイワメジャー,スカーレットブーケ,牝,5,55.0,黒澤愛斗,北海道森山雄大,,,2021105165
2026/06/25,門別,,3,3歳以上 C3ー2 C4ー1,ダ,1000,,7,1,1,チャモ,スマートファルコン,ケイシュウハーブ,牡,4,54.0,渡辺準己,北海道川島雅人,,,2022101886
2026/06/25,門別,,3,3歳以上 C3ー2 C4ー1,ダ,1000,,7,2,2,ベルオーブ,レイデオロ,ラドラーダ,牝,4,55.0,黒澤愛斗,北海道佐々木国,,,2022106855
2026/06/25,門別,,3,3歳以上 C3ー2 C4ー1,ダ,1000,,7,3,3,アイガイッパイ,ビーチパトロール,Bashful Bertie,牝,6,55.0,宮内勇樹,北海道川島洋人,,,2020106780
2026/06/25,門別,,3,3歳以上 C3ー2 C4ー1,ダ,1000,,7,4,4,ヤマノプリティー,タイセイレジェンド,シャープキック,牝,8,55.0,服部茂史,北海道松本隆宏,,,2018101402
2026/06/25,門別,,3,3歳以上 C3ー2 C4ー1,ダ,1000,,7,5,5,クラスヴァンクル,リアルインパクト,トキオリアリティー,牡,6,57.0,小野楓馬,北海道小野望,,,2020103139
2026/06/25,門別,,3,3歳以上 C3ー2 C4ー1,ダ,1000,,7,6,6,サクラカレント,ブラックタイド,ウインドインハーヘア,牝,8,52.0,小川悠汰,北海道佐々木国,,,2018104016
2026/06/25,門別,,3,3歳以上 C3ー2 C4ー1,ダ,1000,,7,7,7,スティールスピネル,レッドファルクス,ベルモット,牝,3,55.0,阿部龍,北海道角川秀樹,,,2023101212
2026/06/25,門別,,4,3歳以上 C3ー2 C4ー1,ダ,1000,,7,1,1,ミッションアイズ,ノーブルミッション,Kind,牡,4,57.0,井上瑛太,北海道桧森邦夫,,,2022102661
2026/06/25,門別,,4,3歳以上 C3ー2 C4ー1,ダ,1000,,7,2,2,ディアレストゥラヴ,カルストンライトオ,オオシマルチア,牝,6,55.0,黒澤愛斗,北海道沼澤英知,,,2020103817
2026/06/25,門別,,4,3歳以上 C3ー2 C4ー1,ダ,1000,,7,3,3,ライトニングジャブ,ブラックタイド,ウインドインハーヘア,牝,3,55.0,落合玄太,北海道佐々木国,,,2023102682
2026/06/25,門別,,4,3歳以上 C3ー2 C4ー1,ダ,1000,,7,4,4,ウインギャラン,アメリカンペイトリオット,Life Well Lived,牡,4,57.0,岩橋勇二,北海道廣森久雄,,,2022105640
2026/06/25,門別,,4,3歳以上 C3ー2 C4ー1,ダ,1000,,7,5,5,シラントロ,モーニン,Giggly,牝,3,55.0,桑村真明,北海道角川秀樹,,,2023101018
2026/06/25,門別,,4,3歳以上 C3ー2 C4ー1,ダ,1000,,7,6,6,ミソラ,ゴールドドリーム,モンヴェール,牝,3,55.0,阿部龍,北海道千葉津代,,,2023101514
2026/06/25,門別,,4,3歳以上 C3ー2 C4ー1,ダ,1000,,7,7,7,ニシノココ,ホークビル,Trensa,牝,5,52.0,小川悠汰,北海道村上正和,,,2021107071
2026/06/25,門別,,5,JRA認定競走フレッシュチャレンジ競走(2歳),ダ,1700,,7,1,1,クラウンアウォーズ,リーチザクラウン,クラウンピース,牡,2,55.0,石川倭,北海道米川昇,,,2024105786
2026/06/25,門別,,5,JRA認定競走フレッシュチャレンジ競走(2歳),ダ,1700,,7,2,2,フォアサイトゲイズ,ヘニーヒューズ,Meadow Flyer,牡,2,55.0,落合玄太,北海道田中淳司,,,2024106000
2026/06/25,門別,,5,JRA認定競走フレッシュチャレンジ競走(2歳),ダ,1700,,7,3,3,オリザレコルト,チュウワウィザード,チュウワブロッサム,牡,2,55.0,小野楓馬,北海道小野望,,,2024101158
2026/06/25,門別,,5,JRA認定競走フレッシュチャレンジ競走(2歳),ダ,1700,,7,4,4,エイシンスーリヤ,エイシンヒカリ,キャタリナ,牡,2,55.0,服部茂史,北海道田中淳司,,,2024101844
2026/06/25,門別,,5,JRA認定競走フレッシュチャレンジ競走(2歳),ダ,1700,,7,5,5,ウェルカムランチ,ミッキーアイル,スターアイル,牝,2,55.0,宮内勇樹,北海道川島洋人,,,2024106975
2026/06/25,門別,,5,JRA認定競走フレッシュチャレンジ競走(2歳),ダ,1700,,7,6,6,ロックジール,モーニン,Giggly,牝,2,55.0,桑村真明,北海道角川秀樹,,,2024103770
2026/06/25,門別,,5,JRA認定競走フレッシュチャレンジ競走(2歳),ダ,1700,,7,7,7,ゴーゴーミツヒコ,コパノリッキー,コパノニキータ,牡,2,55.0,岩橋勇二,北海道田中淳司,,,2024100780
2026/06/25,門別,,6,JRA認定競走フレッシュチャレンジ競走(2歳),ダ,1100,,12,1,1,カンベイ,タリスマニック,Magic Mission,牡,2,55.0,岩橋勇二,北海道田中淳司,,,2024108127
2026/06/25,門別,,6,JRA認定競走フレッシュチャレンジ競走(2歳),ダ,1100,,12,2,2,ベラジオマルティン,インティ,キティ,牡,2,54.0,阿岸潤一,北海道松本隆宏,,,2024103773
2026/06/25,門別,,6,JRA認定競走フレッシュチャレンジ競走(2歳),ダ,1100,,12,3,3,リックベッラ,アニマルキングダム,ダリシア,牝,2,55.0,黒澤愛斗,北海道森山雄大,,,2024104052
2026/06/25,門別,,6,JRA認定競走フレッシュチャレンジ競走(2歳),ダ,1100,,12,4,4,ブリエテーション,インカンテーション,オリジナルスピン,牝,2,55.0,小野楓馬,北海道小野望,,,2024102912
2026/06/25,門別,,6,JRA認定競走フレッシュチャレンジ競走(2歳),ダ,1100,,12,5,5,シャディアラ,シルバーステート,シルヴァースカヤ,牝,2,53.0,藤田凌駕,北海道佐々木国,,,2024105536
2026/06/25,門別,,6,JRA認定競走フレッシュチャレンジ競走(2歳),ダ,1100,,12,5,6,トレンドライン,ルヴァンスレーヴ,マエストラーレ,牝,2,55.0,阿部龍,北海道角川秀樹,,,2024104410
2026/06/25,門別,,6,JRA認定競走フレッシュチャレンジ競走(2歳),ダ,1100,,12,6,7,タケノクイーン,ニューイヤーズデイ,Justwhistledixie,牝,2,54.0,近藤翔月,北海道川島洋人,,,2024104415
2026/06/25,門別,,6,JRA認定競走フレッシュチャレンジ競走(2歳),ダ,1100,,12,6,8,オリコウブロアム,ニシケンモノノフ,グリーンヒルコマチ,牡,2,55.0,落合玄太,北海道小国博行,,,2024103662
2026/06/25,門別,,6,JRA認定競走フレッシュチャレンジ競走(2歳),ダ,1100,,12,7,9,グランソル,ルヴァンスレーヴ,マエストラーレ,牡,2,55.0,石川倭,北海道柳澤好美,,,2024105833
2026/06/25,門別,,6,JRA認定競走フレッシュチャレンジ競走(2歳),ダ,1100,,12,7,10,キュピタス,ルヴァンスレーヴ,マエストラーレ,牡,2,55.0,井上俊彦,北海道櫻井拓章,,,2024109017
2026/06/25,門別,,6,JRA認定競走フレッシュチャレンジ競走(2歳),ダ,1100,,12,8,11,アクアリウム,ゴールドドリーム,モンヴェール,牡,2,55.0,宮内勇樹,北海道松本隆宏,,,2024100536
2026/06/25,門別,,6,JRA認定競走フレッシュチャレンジ競走(2歳),ダ,1100,,12,8,12,アノコロイチバン,エピカリス,スターペスミツコ,牝,2,55.0,服部茂史,北海道斉藤正弘,,,2024100810
2026/06/25,門別,,7,JRA認定競走ウィナーズチャレンジ2競走(2歳)OP,ダ,1000,,6,1,1,ピンクゴールド,ヘンリーバローズ,シルヴァースカヤ,牝,2,55.0,小野楓馬,北海道小野望,,,2024109031
2026/06/25,門別,,7,JRA認定競走ウィナーズチャレンジ2競走(2歳)OP,ダ,1000,,6,2,2,レインボーライフ,モーニン,Giggly,牝,2,55.0,服部茂史,北海道斉藤正弘,,,2024103686
2026/06/25,門別,,7,JRA認定競走ウィナーズチャレンジ2競走(2歳)OP,ダ,1000,,6,3,3,ヴェネラブルサマー,インティ,キティ,牝,2,55.0,石川倭,北海道五十嵐冬,,,2024103048
2026/06/25,門別,,7,JRA認定競走ウィナーズチャレンジ2競走(2歳)OP,ダ,1000,,6,4,4,クライングコール,モーニン,Giggly,牡,2,55.0,落合玄太,北海道田中淳司,,,2024100318
2026/06/25,門別,,7,JRA認定競走ウィナーズチャレンジ2競走(2歳)OP,ダ,1000,,6,5,5,ツリーオブライフ,コパノリッキー,コパノニキータ,牝,2,55.0,桑村真明,北海道角川秀樹,,,2024104386
2026/06/25,門別,,7,JRA認定競走ウィナーズチャレンジ2競走(2歳)OP,ダ,1000,,6,6,6,ベラジオエイチャン,シャンハイボビー,Steelin',牝,2,55.0,岩橋勇二,北海道松本隆宏,,,2024103716
2026/06/25,門別,,8,アスチルベ特別(B4),ダ,1600,,11,1,1,クラウォー,シビルウォー,チケットトゥダンス,牡,8,57.0,宮内勇樹,北海道松本隆宏,,,2018100279
2026/06/25,門別,,8,アスチルベ特別(B4),ダ,1600,,11,2,2,ガンタン,ダンカーク,Secret Status,牡,3,57.0,桑村真明,北海道桧森邦夫,,,2023100874
2026/06/25,門別,,8,アスチルベ特別(B4),ダ,1600,,11,3,3,ジャスマン,ゴールドシップ,ポイントフラッグ,牡,4,57.0,望月洵輝,北海道角川秀樹,,,2022103031
2026/06/25,門別,,8,アスチルベ特別(B4),ダ,1600,,11,4,4,アンドローゼス,スワーヴリチャード,ピラミマ,牝,5,55.0,小野楓馬,北海道佐々木国,,,2021105911
2026/06/25,門別,,8,アスチルベ特別(B4),ダ,1600,,11,5,5,シロカーク,ダンカーク,Secret Status,牡,4,57.0,井上俊彦,北海道櫻井拓章,,,2022100676
2026/06/25,門別,,8,アスチルベ特別(B4),ダ,1600,,11,6,6,アステロイドメア,キズナ,キャットクイル,牝,6,55.0,落合玄太,北海道田中淳司,,,2020101709
2026/06/25,門別,,8,アスチルベ特別(B4),ダ,1600,,11,6,7,ゲームアップロード,ロードカナロア,レディブラッサム,牡,5,57.0,阿部龍,北海道角川秀樹,,,2021104898
2026/06/25,門別,,8,アスチルベ特別(B4),ダ,1600,,11,7,8,メイショウハリソン,ブリックスアンドモルタル,Beyond the Waves,牡,4,57.0,服部茂史,北海道田中淳司,,,2022103250
2026/06/25,門別,,8,アスチルベ特別(B4),ダ,1600,,11,7,9,ピエナクレスコ,クレスコグランド,マンハッタンフィズ,牡,5,57.0,石川倭,北海道五十嵐冬,,,2021101153
2026/06/25,門別,,8,アスチルベ特別(B4),ダ,1600,,11,8,10,シルバーミラージュ,アメリカンペイトリオット,Life Well Lived,牝,4,56.0,岩橋勇二,北海道桧森邦夫,,,2022100824
2026/06/25,門別,,8,アスチルベ特別(B4),ダ,1600,,11,8,11,キュータロー,バトルプラン,Flanders,牡,4,56.0,阿岸潤一,北海道櫻井拓章,,,2022103434
2026/06/25,門別,,9,3歳以上 C4ー3,ダ,1000,,12,1,1,フレアリングバロン,エピカリス,スターペスミツコ,牡,3,57.0,桑村真明,北海道村上正和,,,2023100575
2026/06/25,門別,,9,3歳以上 C4ー3,ダ,1000,,12,2,2,プラクシテレス,ゴールドドリーム,モンヴェール,セ,4,57.0,井上俊彦,北海道佐藤英明,,,2022106078
2026/06/25,門別,,9,3歳以上 C4ー3,ダ,1000,,12,3,3,スターオブスカイ,ビッグアーサー,シヤボナ,牡,3,57.0,岩橋勇二,北海道沼澤英知,,,2023102725
2026/06/25,門別,,9,3歳以上 C4ー3,ダ,1000,,12,4,4,ピエールエンジェル,サンダースノー,Eastern Joy,牝,3,55.0,服部茂史,北海道廣森久雄,,,2023107433
2026/06/25,門別,,9,3歳以上 C4ー3,ダ,1000,,12,5,5,アーススカーレット,ダイワメジャー,スカーレットブーケ,牡,8,57.0,坂下秀樹,北海道岡島玉一,,,2018105747
2026/06/25,門別,,9,3歳以上 C4ー3,ダ,1000,,12,5,6,ルトゥールレーヴ,ロジャーバローズ,リトルブック,牡,4,57.0,小野楓馬,北海道小野望,,,2022100938
2026/06/25,門別,,9,3歳以上 C4ー3,ダ,1000,,12,6,7,バブリーダッシュ,コパノリチャード,ヒガシリンクス,牡,9,57.0,阿部龍,北海道角川秀樹,,,2017103923
2026/06/25,門別,,9,3歳以上 C4ー3,ダ,1000,,12,6,8,オグリヨンセイ,クレイドルサイアー,マタニティパワー,牡,6,57.0,落合玄太,北海道佐久間雅,,,2020103135
2026/06/25,門別,,9,3歳以上 C4ー3,ダ,1000,,12,7,9,エウテューモス,ノヴェリスト,Night Lagoon,牝,6,55.0,黒澤愛斗,北海道森山雄大,,,2020101331
2026/06/25,門別,,9,3歳以上 C4ー3,ダ,1000,,12,7,10,オルチャン,ホッコータルマエ,マダムチェロキー,牝,4,54.0,近藤翔月,北海道川島雅人,,,2022101891
2026/06/25,門別,,9,3歳以上 C4ー3,ダ,1000,,12,8,11,キョウエイボンバー,リオンディーズ,シーザリオ,牡,6,57.0,石川倭,北海道黒川智貴,,,2020102033
2026/06/25,門別,,9,3歳以上 C4ー3,ダ,1000,,12,8,12,シャンノヴァ,タリスマニック,Magic Mission,牝,4,53.0,藤田凌駕,北海道桧森邦夫,,,2022100827
2026/06/25,門別,,10,グランシャリオドリーム25(C4),ダ,1000,,12,1,1,ヤマトノヒカリ,エイシンフラッシュ,ムーンレディ,牝,7,55.0,若杉朝飛,北海道櫻井拓章,,,2019104695
2026/06/25,門別,,10,グランシャリオドリーム25(C4),ダ,1000,,12,2,2,オハマチャン,ワールドエース,マンデラ,牝,3,52.0,小川悠汰,北海道千葉津代,,,2023101750
2026/06/25,門別,,10,グランシャリオドリーム25(C4),ダ,1000,,12,3,3,ネクストトゥーユー,オーヴァルエース,アブラシオ,牝,3,55.0,松井伸也,北海道佐藤英明,,,2023102271
2026/06/25,門別,,10,グランシャリオドリーム25(C4),ダ,1000,,12,4,4,カスタネアローズ,スズカコーズウェイ,フレンチリヴィエラ,牝,3,55.0,坂下秀樹,北海道秋田大助,,,2023102572
2026/06/25,門別,,10,グランシャリオドリーム25(C4),ダ,1000,,12,5,5,ジョリサキセ,サンダースノー,Eastern Joy,牝,3,54.0,近藤翔月,北海道川島洋人,,,2023101386
2026/06/25,門別,,10,グランシャリオドリーム25(C4),ダ,1000,,12,5,6,スグレタモノガイナ,ドレフォン,Eltimaas,牡,4,56.0,阿岸潤一,北海道佐久間雅,,,2022103835
2026/06/25,門別,,10,グランシャリオドリーム25(C4),ダ,1000,,12,6,7,アルカナベル,タニノフランケル,ウオッカ,牝,3,53.0,藤田凌駕,北海道佐久間雅,,,2023105999
2026/06/25,門別,,10,グランシャリオドリーム25(C4),ダ,1000,,12,6,8,トムワールド,トゥザワールド,トゥザヴィクトリー,牡,6,57.0,井上俊彦,北海道佐藤英明,,,2020102128
2026/06/25,門別,,10,グランシャリオドリーム25(C4),ダ,1000,,12,7,9,トレジャービート,ディスクリートキャット,Pretty Discreet,牡,4,57.0,石川倭,北海道小国博行,,,2022103826
2026/06/25,門別,,10,グランシャリオドリーム25(C4),ダ,1000,,12,7,10,キタノミラクル,マスクゾロ,Saravati,牡,4,57.0,黒澤愛斗,北海道山田和久,,,2022101225
2026/06/25,門別,,10,グランシャリオドリーム25(C4),ダ,1000,,12,8,11,コンチムサシ,アポロケンタッキー,Dixiana Delight,牡,3,57.0,小野楓馬,北海道桧森邦夫,,,2023109047
2026/06/25,門別,,10,グランシャリオドリーム25(C4),ダ,1000,,12,8,12,コンバットベラ,コパノリッキー,コパノニキータ,牝,4,55.0,桑村真明,北海道山田和久,,,2022102023
2026/06/25,門別,,11,とままえメロン特別(B3),ダ,1200,,11,1,1,ブラックアピス,ホッコータルマエ,マダムチェロキー,牡,8,57.0,吉本隆記,北海道佐藤英明,,,2018102253
2026/06/25,門別,,11,とままえメロン特別(B3),ダ,1200,,11,2,2,ヤマトオーザー,ストロングリターン,コートアウト,牡,4,57.0,小野楓馬,北海道黒川智貴,,,2022101977
2026/06/25,門別,,11,とままえメロン特別(B3),ダ,1200,,11,3,3,センゲントップ,ホッコータルマエ,マダムチェロキー,牡,6,57.0,若杉朝飛,北海道小国博行,,,2020105301
2026/06/25,門別,,11,とままえメロン特別(B3),ダ,1200,,11,4,4,マノレア,ゴールドシップ,ポイントフラッグ,牝,6,55.0,井上瑛太,北海道川島雅人,,,2020105587
2026/06/25,門別,,11,とままえメロン特別(B3),ダ,1200,,11,5,5,クリイロ,イスラボニータ,イスラコジーン,牝,6,55.0,黒澤愛斗,北海道森山雄大,,,2020100830
