date,course,weather,race_number,race_name,surface,distance,track_condition,num_horses,bracket_number,horse_number,horse_name,father_name,mother_name,sex,age,weight_carried,jockey,stable,horse_weight,weight_diff,horse_id
2026/05/23,高知,,1,3歳ー3,ダ,1300,,9,1,1,スマートビガー,カリフォルニアクローム,Love the Chase,牡,3,57.0,岡遼太郎,高知中西達也,,,2023102762
2026/05/23,高知,,1,3歳ー3,ダ,1300,,9,2,2,タイムトゥパーティ,アルアイン,ドバイマジェスティ,牝,3,55.0,赤岡修次,高知田中守,,,2023102156
2026/05/23,高知,,1,3歳ー3,ダ,1300,,9,3,3,ユミッチラブ,ベーカバド,Behkara,牡,3,57.0,上田将司,高知国澤輝幸,,,2023100499
2026/05/23,高知,,1,3歳ー3,ダ,1300,,9,4,4,ガディスビクトリア,モーニン,Giggly,牝,3,55.0,多田羅誠,高知平和人,,,2023104061
2026/05/23,高知,,1,3歳ー3,ダ,1300,,9,5,5,カンタベリービーム,エポカドーロ,ダイワパッション,牡,3,57.0,永森大智,高知雑賀正光,,,2023101471
2026/05/23,高知,,1,3歳ー3,ダ,1300,,9,6,6,シーザソング,サートゥルナーリア,シーザリオ,牡,3,57.0,郷間勇太,高知西川敏弘,,,2023100675
2026/05/23,高知,,1,3歳ー3,ダ,1300,,9,7,7,バーニングホット,ニシケンモノノフ,グリーンヒルコマチ,牝,3,55.0,大澤誠志,高知細川忠義,,,2023100549
2026/05/23,高知,,1,3歳ー3,ダ,1300,,9,8,8,ソックス,タリスマニック,Magic Mission,牡,3,57.0,宮川実,高知宮路洋一,,,2023107431
2026/05/23,高知,,1,3歳ー3,ダ,1300,,9,8,9,シデンイッセン,エイシンフラッシュ,ムーンレディ,牡,3,57.0,佐原秀泰,高知川野勇馬,,,2023103739
2026/05/23,高知,,2,3歳ー2,ダ,1300,,10,1,1,ザガラ,タイセイレジェンド,シャープキック,牡,3,57.0,多田羅誠,高知工藤真司,,,2023105588
2026/05/23,高知,,2,3歳ー2,ダ,1300,,10,2,2,クロシオバンザイ,ラブリーデイ,ポップコーンジャズ,牡,3,57.0,岡村卓弥,高知雑賀正光,,,2023107427
2026/05/23,高知,,2,3歳ー2,ダ,1300,,10,3,3,ジョウショーブリエ,ヘンリーバローズ,シルヴァースカヤ,牝,3,55.0,永森大智,高知雑賀正光,,,2023105773
2026/05/23,高知,,2,3歳ー2,ダ,1300,,10,4,4,カミイウルフ,タリスマニック,Magic Mission,牡,3,57.0,妹尾浩一,高知川野勇馬,,,2023107453
2026/05/23,高知,,2,3歳ー2,ダ,1300,,10,5,5,キーチデッドミラー,ダノンレジェンド,マイグッドネス,牡,3,57.0,宮川実,高知西川敏弘,,,2023101261
2026/05/23,高知,,2,3歳ー2,ダ,1300,,10,6,6,エートゥージー,インディチャンプ,ウィルパワー,牡,3,57.0,上田将司,高知西川敏弘,,,2023101745
2026/05/23,高知,,2,3歳ー2,ダ,1300,,10,7,7,シシランマン,シニスターミニスター,Sweet Minister,牝,3,55.0,石本純也,高知別府真司,,,2023102533
2026/05/23,高知,,2,3歳ー2,ダ,1300,,10,7,8,ブラックオレンジ,ワールドプレミア,マンデラ,牝,3,55.0,佐原秀泰,高知国澤輝幸,,,2023101952
2026/05/23,高知,,2,3歳ー2,ダ,1300,,10,8,9,グリエールキック,ベストウォーリア,フラーテイシャスミス,牝,3,54.0,城野慈尚,高知工藤真司,,,2023102049
2026/05/23,高知,,2,3歳ー2,ダ,1300,,10,8,10,フォレストターキン,カリフォルニアクローム,Love the Chase,牝,3,55.0,山田義貴,高知別府真司,,,2023101413
2026/05/23,高知,,3,C3ー11,ダ,1600,,10,1,1,バントック,キタサンブラック,シュガーハート,牡,4,57.0,妹尾浩一,高知打越勇児,,,2022102903
2026/05/23,高知,,3,C3ー11,ダ,1600,,10,2,2,コスモバラタ,ダノンバラード,レディバラード,牡,6,57.0,岡村卓弥,高知工藤真司,,,2020105746
2026/05/23,高知,,3,C3ー11,ダ,1600,,10,3,3,ボンベール,ブラックタイド,ウインドインハーヘア,牡,10,57.0,佐原秀泰,高知宮川浩一,,,2016102904
2026/05/23,高知,,3,C3ー11,ダ,1600,,10,4,4,アルマリカシバ,マクフィ,Dhelaal,牝,4,53.0,阿部基嗣,高知西山裕貴,,,2022101248
2026/05/23,高知,,3,C3ー11,ダ,1600,,10,5,5,シェルブールレイン,サトノダイヤモンド,マルペンサ,牝,5,55.0,西森将司,高知嬉勝則,,,2021105189
2026/05/23,高知,,3,C3ー11,ダ,1600,,10,6,6,スマイル,ダイワメジャー,スカーレットブーケ,牡,10,57.0,大澤誠志,高知胡本友晴,,,2016104696
2026/05/23,高知,,3,C3ー11,ダ,1600,,10,7,7,ブランカアンヘル,ミッキーグローリー,メリッサ,牝,4,55.0,岡遼太郎,高知国澤輝幸,,,2022105945
2026/05/23,高知,,3,C3ー11,ダ,1600,,10,7,8,リュウノラブゲーム,ダノンレジェンド,マイグッドネス,牝,4,55.0,上田将司,高知国澤輝幸,,,2022107349
2026/05/23,高知,,3,C3ー11,ダ,1600,,10,8,9,アキロック,スマートロビン,キーブギー,牡,10,56.0,城野慈尚,高知国澤輝幸,,,2016103008
2026/05/23,高知,,3,C3ー11,ダ,1600,,10,8,10,キャッスルバジオウ,ロージズインメイ,Tell a Secret,牡,6,57.0,石本純也,高知宮川真衣,,,2020104322
2026/05/23,高知,,4,Bー4,ダ,1400,,10,1,1,バウンティキャット,ディスクリートキャット,Pretty Discreet,牝,5,55.0,妹尾浩一,高知打越勇児,,,2021100096
2026/05/23,高知,,4,Bー4,ダ,1400,,10,2,2,ユキノマリア,アジアエクスプレス,ランニングボブキャッツ,牝,6,52.0,塚本直之,高知平和人,,,2020107037
2026/05/23,高知,,4,Bー4,ダ,1400,,10,3,3,フィティアンガ,ラニ,ヘヴンリーロマンス,セ,7,57.0,山崎雅由,高知西山裕貴,,,2019101570
2026/05/23,高知,,4,Bー4,ダ,1400,,10,4,4,グレイストーム,エイシンヒカリ,キャタリナ,牡,5,57.0,赤岡修次,高知田中守,,,2021103074
2026/05/23,高知,,4,Bー4,ダ,1400,,10,5,5,エイシンオッティモ,ディーマジェスティ,エルメスティアラ,牡,5,55.0,阿部基嗣,高知胡本友晴,,,2021103182
2026/05/23,高知,,4,Bー4,ダ,1400,,10,6,6,アメージング,Kitten's Joy,Kitten's First,牡,4,57.0,多田羅誠,高知田中譲二,,,2022107287
2026/05/23,高知,,4,Bー4,ダ,1400,,10,7,7,コールブランド,レッドファルクス,ベルモット,セ,5,57.0,木村直輝,高知川野勇馬,,,2021105594
2026/05/23,高知,,4,Bー4,ダ,1400,,10,7,8,ダノンジャスティス,Kingman,Zenda,セ,10,57.0,山田義貴,高知別府真司,,,2016104855
2026/05/23,高知,,4,Bー4,ダ,1400,,10,8,9,アースライザー,アイルハヴアナザー,Arch's Gal Edith,セ,9,57.0,永森大智,高知宮川浩一,,,2017103285
2026/05/23,高知,,4,Bー4,ダ,1400,,10,8,10,メイショウオキビ,トウケイヘイロー,ダンスクィーン,牡,8,57.0,畑中信司,高知那俄性哲,,,2018105846
2026/05/23,高知,,5,Bー3,ダ,1400,,10,1,1,アルデヤーノ,イスラボニータ,イスラコジーン,牡,4,57.0,佐原秀泰,高知那俄性哲,57.0,,2022105340
2026/05/23,高知,,5,Bー3,ダ,1400,,10,2,2,ゲンパチレオニダス,ロードカナロア,レディブラッサム,牡,7,56.0,城野慈尚,高知西川敏弘,,,2019103246
