date,course,weather,race_number,race_name,surface,distance,track_condition,num_horses,bracket_number,horse_number,horse_name,father_name,mother_name,sex,age,weight_carried,jockey,stable,horse_weight,weight_diff,horse_id
2026/05/20,門別,,1,3歳条件 未勝利,ダ,1000,,11,1,1,コンチムサシ,アポロケンタッキー,Dixiana Delight,牡,3,57.0,小野楓馬,北海道桧森邦夫,,,2023109047
2026/05/20,門別,,1,3歳条件 未勝利,ダ,1000,,11,2,2,ネクストトゥーユー,オーヴァルエース,アブラシオ,牝,3,55.0,井上俊彦,北海道佐藤英明,,,2023102271
2026/05/20,門別,,1,3歳条件 未勝利,ダ,1000,,11,3,3,スティールスピネル,レッドファルクス,ベルモット,牝,3,55.0,阿部龍,北海道角川秀樹,,,2023101212
2026/05/20,門別,,1,3歳条件 未勝利,ダ,1000,,11,4,4,カスタネアローズ,スズカコーズウェイ,フレンチリヴィエラ,牝,3,52.0,小川悠汰,北海道佐久間雅,,,2023102572
2026/05/20,門別,,1,3歳条件 未勝利,ダ,1000,,11,5,5,クワイエットゼロ,ミスチヴィアスアレックス,White Pants Night,牝,3,53.0,藤田凌駕,北海道五十嵐冬,,,2023104831
2026/05/20,門別,,1,3歳条件 未勝利,ダ,1000,,11,6,6,グッドミミック,トゥザワールド,トゥザヴィクトリー,牡,3,57.0,黒澤愛斗,北海道山田和久,,,2023104760
2026/05/20,門別,,1,3歳条件 未勝利,ダ,1000,,11,6,7,フジノアルファ,ホークビル,Trensa,牡,3,54.0,渡辺準己,北海道米川昇,,,2023103924
2026/05/20,門別,,1,3歳条件 未勝利,ダ,1000,,11,7,8,ベルバロン,シニスターミニスター,Sweet Minister,牡,3,57.0,落合玄太,北海道田中淳司,,,2023104928
2026/05/20,門別,,1,3歳条件 未勝利,ダ,1000,,11,7,9,アルカナベル,タニノフランケル,ウオッカ,牝,3,54.0,阿岸潤一,北海道佐久間雅,,,2023105999
2026/05/20,門別,,1,3歳条件 未勝利,ダ,1000,,11,8,10,クロームボーイ,カリフォルニアクローム,Love the Chase,牡,3,57.0,岩橋勇二,北海道千葉津代,,,2023100394
2026/05/20,門別,,1,3歳条件 未勝利,ダ,1000,,11,8,11,トモニミルホープ,ストロングリターン,コートアウト,牝,3,55.0,坂下秀樹,北海道沼澤英知,,,2023105711
2026/05/20,門別,,2,3歳以上 C4ー3,ダ,1000,,12,1,1,ジャスパーエース,ディスクリートキャット,Pretty Discreet,セ,9,57.0,桑村真明,北海道佐久間雅,,,2017110155
2026/05/20,門別,,2,3歳以上 C4ー3,ダ,1000,,12,2,2,アースミラーレ,アッミラーレ,ダジルミージョリエ,セ,7,57.0,井上俊彦,北海道岡島玉一,,,2019101132
