date,course,weather,race_number,race_name,surface,distance,track_condition,num_horses,bracket_number,horse_number,horse_name,father_name,mother_name,sex,age,weight_carried,jockey,stable,horse_weight,weight_diff,horse_id
2026/04/08,川崎,,1,枡形山賞(C3),ダ,1500,,12,1,1,ヘウレシス,ロードカナロア,レディブラッサム,牝,6,54.0,町田直希,川崎茂木浩幸,,,2020106630
2026/04/08,川崎,,1,枡形山賞(C3),ダ,1500,,12,2,2,パーティーキング,ホッコータルマエ,マダムチェロキー,牡,6,56.0,古岡勇樹,川崎田辺陽一,,,2020105381
2026/04/08,川崎,,1,枡形山賞(C3),ダ,1500,,12,3,3,ユウユウアイリス,ストロングリターン,コートアウト,牝,5,54.0,秋元耕成,浦和酒井一則,,,2021103539
2026/04/08,川崎,,1,枡形山賞(C3),ダ,1500,,12,4,4,ファイアーワークス,ナダル,Ascending Angel,牡,4,56.0,吉原寛人,川崎林隆之,,,2022105625
2026/04/08,川崎,,1,枡形山賞(C3),ダ,1500,,12,5,5,ラフォンターナ,アルアイン,ドバイマジェスティ,牡,5,56.0,岡村裕基,川崎山田正実,,,2021103474
2026/04/08,川崎,,1,枡形山賞(C3),ダ,1500,,12,5,6,トミサンペガサス,コパノリッキー,コパノニキータ,牝,6,54.0,中越琉世,川崎村田六郎,,,2020106043
2026/04/08,川崎,,1,枡形山賞(C3),ダ,1500,,12,6,7,アナザームーン,トーセンラー,プリンセスオリビア,牡,6,56.0,岡村健司,船橋斉藤敏,,,2020106055
2026/04/08,川崎,,1,枡形山賞(C3),ダ,1500,,12,6,8,ミサイルビスケッツ,マインドユアビスケッツ,Jazzmane,牝,6,52.0,神尾香澄,川崎今井輝和,,,2020103064
2026/04/08,川崎,,1,枡形山賞(C3),ダ,1500,,12,7,9,タマモコンペイトウ,マクフィ,Dhelaal,牝,6,52.0,中島良美,浦和川島豊,,,2020101718
2026/04/08,川崎,,1,枡形山賞(C3),ダ,1500,,12,7,10,ラピッドフロウ,ベルシャザール,マルカキャンディ,牝,8,54.0,増田充宏,川崎今井輝和,,,2018101138
2026/04/08,川崎,,1,枡形山賞(C3),ダ,1500,,12,8,11,ニシノテンカフブ,ラブリーデイ,ポップコーンジャズ,牡,6,56.0,吉留孝司,浦和吉田正美,,,2020100193
2026/04/08,川崎,,1,枡形山賞(C3),ダ,1500,,12,8,12,エルキーオ,レインボーライン,レーゲンボーゲン,牡,5,56.0,野畑凌,川崎佐藤博紀,,,2021101881
2026/04/08,川崎,,2,アルコンスィエル賞(3歳),ダ,900,,12,1,1,グロースフロイデ,クリソベリル,クリソプレーズ,牝,3,53.0,田中涼,川崎山田質,,,2023101373
2026/04/08,川崎,,2,アルコンスィエル賞(3歳),ダ,900,,12,2,2,ブリットポップ,グァンチャーレ,チュウオーサーヤ,牡,3,56.0,新原周馬,川崎山崎裕也,,,2023102308
2026/04/08,川崎,,2,アルコンスィエル賞(3歳),ダ,900,,12,3,3,ディーズメソッド,ダノンプレミアム,インディアナギャル,牝,3,54.0,町田直希,川崎内田勝義,,,2023104219
2026/04/08,川崎,,2,アルコンスィエル賞(3歳),ダ,900,,12,4,4,ムジークヘーレン,マテラスカイ,Mostaqeleh,牝,3,50.0,加藤雄真,川崎平田正一,,,2023109068
2026/04/08,川崎,,2,アルコンスィエル賞(3歳),ダ,900,,12,5,5,カミノリメイン,ストロングリターン,コートアウト,牝,3,53.0,木間塚龍,川崎田島寿一,,,2023101533
2026/04/08,川崎,,2,アルコンスィエル賞(3歳),ダ,900,,12,5,6,ナナミ,モーニン,Giggly,牝,3,54.0,笹川翼,川崎高月賢一,,,2023104899
2026/04/08,川崎,,2,アルコンスィエル賞(3歳),ダ,900,,12,6,7,アウフタクト,タニノフランケル,ウオッカ,牝,3,51.0,神尾香澄,川崎山田質,,,2023101195
2026/04/08,川崎,,2,アルコンスィエル賞(3歳),ダ,900,,12,6,8,メロウアイズテオ,レーヴミストラル,レーヴドスカー,牡,3,55.0,藤江渉,川崎今井輝和,,,2023104736
2026/04/08,川崎,,2,アルコンスィエル賞(3歳),ダ,900,,12,7,9,プレストジャンヌ,カレンブラックヒル,チャールストンハーバー,牝,3,53.0,張田昂,川崎高橋宏征,,,2023106103
2026/04/08,川崎,,2,アルコンスィエル賞(3歳),ダ,900,,12,7,10,マーベラスティアラ,フォーウィールドライブ,Funfair,牝,3,53.0,野畑凌,川崎茂木浩幸,,,2023101992
2026/04/08,川崎,,2,アルコンスィエル賞(3歳),ダ,900,,12,8,11,ミスターベラミー,ウインブライト,サマーエタニティ,牡,3,56.0,櫻井光輔,川崎山崎尋美,,,2023102832
2026/04/08,川崎,,2,アルコンスィエル賞(3歳),ダ,900,,12,8,12,カネトシライパー,アメリカンペイトリオット,Life Well Lived,牡,3,55.0,山林堂信,川崎佐々木仁,,,2023102568
2026/04/08,川崎,,3,黄連雀賞(3歳),ダ,1500,,10,1,1,バルカロール,クリソベリル,クリソプレーズ,牝,3,54.0,櫻井光輔,浦和藤原智行,,,2023100182
2026/04/08,川崎,,3,黄連雀賞(3歳),ダ,1500,,10,2,2,ラーマ,ミッキーアイル,スターアイル,牡,3,56.0,吉原寛人,川崎内田勝義,,,2023103716
2026/04/08,川崎,,3,黄連雀賞(3歳),ダ,1500,,10,3,3,ソルヴェイ,ディーマジェスティ,エルメスティアラ,牝,3,54.0,川島正太,船橋岩崎真樹,,,2023100343
2026/04/08,川崎,,3,黄連雀賞(3歳),ダ,1500,,10,4,4,オーバーユー,ヴァンセンヌ,フラワーパーク,牡,3,56.0,西啓太,川崎河津裕昭,,,2023101434
2026/04/08,川崎,,3,黄連雀賞(3歳),ダ,1500,,10,5,5,ジーカンピオーネ,モズアスコット,India,牝,3,54.0,和田譲治,川崎鈴木義久,,,2023105741
2026/04/08,川崎,,3,黄連雀賞(3歳),ダ,1500,,10,6,6,ラスールフルール,オーヴァルエース,アブラシオ,牝,3,54.0,本田正重,川崎山田質,,,2023105705
2026/04/08,川崎,,3,黄連雀賞(3歳),ダ,1500,,10,7,7,タツノスペシャル,イスラボニータ,イスラコジーン,牡,3,56.0,笹川翼,川崎田辺陽一,,,2023100697
2026/04/08,川崎,,3,黄連雀賞(3歳),ダ,1500,,10,7,8,ブラックトルマリン,シャンハイボビー,Steelin',牡,3,56.0,矢野貴之,川崎高月賢一,,,2023105182
2026/04/08,川崎,,3,黄連雀賞(3歳),ダ,1500,,10,8,9,カガヤクネガイ,エピカリス,スターペスミツコ,牡,3,56.0,町田直希,川崎平田正一,,,2023102048
